task,layer,kv_head,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_accepted_fraction,gpu4090_accepted_fraction,v100_fn_count,gpu4090_fn_count,v100_fp_count,gpu4090_fp_count,v100_positive_support,gpu4090_positive_support,v100_negative_support,gpu4090_negative_support,fnr_abs_diff,fpr_abs_diff,accepted_fraction_abs_diff,fn_count_abs_diff,cross_hardware_consistent,support_label,fnr_stability_label,label,readiness,high_fnr_rank,low_risk_rank,rank_score
passage_retrieval_en,25,7,0.18666666666666668,0.22857142857142856,0.0,0.07692307692307693,0.6354166666666666,0.5833333333333334,14,16,0,2,75,70,21,26,0.04190476190476189,0.07692307692307693,0.05208333333333326,2,False,low_support,unstable,high_fp_risk,aggregate_only,1193,1406,"(0, -1, 0.18666666666666668, 30)"
passage_retrieval_en,16,0,0.18571428571428572,0.25333333333333335,0.0,0.0,0.59375,0.5833333333333334,13,19,0,0,70,75,26,21,0.06761904761904763,0.0,0.01041666666666663,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1194,1140,"(0, -1, 0.18571428571428572, 32)"
passage_retrieval_zh,19,3,0.18571428571428572,0.225,0.038461538461538464,0.0625,0.6041666666666666,0.65625,13,18,1,1,70,80,26,16,0.039285714285714285,0.024038461538461536,0.05208333333333337,5,False,low_support,unstable,high_fp_risk,aggregate_only,1195,1444,"(0, -1, 0.18571428571428572, 31)"
hotpotqa,17,6,0.29333333333333333,0.18421052631578946,0.0,0.05,0.5520833333333334,0.65625,22,14,0,1,75,76,21,20,0.10912280701754387,0.05,0.10416666666666663,8,False,low_support,unstable,high_fp_risk,aggregate_only,1196,1306,"(0, -1, 0.18421052631578946, 36)"
passage_retrieval_zh,20,7,0.18421052631578946,0.25333333333333335,0.0,0.0,0.6458333333333334,0.5833333333333334,14,19,0,0,76,75,20,21,0.06912280701754389,0.0,0.0625,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1197,1151,"(0, -1, 0.18421052631578946, 33)"
dureader,22,6,0.18421052631578946,0.22972972972972974,0.05,0.0,0.65625,0.59375,14,17,1,0,76,74,20,22,0.04551920341394028,0.05,0.0625,3,False,low_support,unstable,high_fp_risk,aggregate_only,1198,1308,"(0, -1, 0.18421052631578946, 31)"
hotpotqa,15,6,0.18421052631578946,0.21333333333333335,0.6,0.5714285714285714,0.7708333333333334,0.7395833333333334,14,16,12,12,76,75,20,21,0.029122807017543884,0.02857142857142858,0.03125,2,False,low_support,unstable,high_fp_risk,aggregate_only,1199,1532,"(0, -1, 0.18421052631578946, 30)"
gsm8k,1,1,0.18333333333333332,0.25,0.0,0.0,0.6125,0.5625,11,15,0,0,60,60,20,20,0.06666666666666668,0.0,0.050000000000000044,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1200,1137,"(0, -1, 0.18333333333333332, 26)"
gsm8k,17,4,0.24193548387096775,0.18333333333333332,0.0,0.0,0.5875,0.6125,15,11,0,0,62,60,18,20,0.05860215053763443,0.0,0.025000000000000022,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1201,1144,"(0, -1, 0.18333333333333332, 26)"
samsum,28,5,0.29333333333333333,0.18309859154929578,0.047619047619047616,0.0,0.5625,0.6041666666666666,22,13,1,0,75,71,21,25,0.11023474178403755,0.047619047619047616,0.04166666666666663,9,False,low_support,unstable,unstable_across_hardware,aggregate_only,1202,1299,"(0, -1, 0.18309859154929578, 35)"
hotpotqa,4,1,0.18309859154929578,0.3,0.0,0.0,0.6041666666666666,0.5104166666666666,13,21,0,0,71,70,25,26,0.11690140845070421,0.0,0.09375,8,False,low_support,unstable,unstable_across_hardware,aggregate_only,1203,1129,"(0, -1, 0.18309859154929578, 34)"
passage_retrieval_en,29,5,0.18181818181818182,0.2236842105263158,0.05263157894736842,0.0,0.6666666666666666,0.6145833333333334,14,17,1,0,77,76,19,20,0.04186602870813397,0.05263157894736842,0.05208333333333326,3,False,low_support,unstable,high_fp_risk,aggregate_only,1204,1318,"(0, -1, 0.18181818181818182, 31)"
passage_retrieval_zh,9,6,0.2361111111111111,0.18055555555555555,0.0,0.0,0.5729166666666666,0.6145833333333334,17,13,0,0,72,72,24,24,0.05555555555555555,0.0,0.04166666666666674,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1205,1142,"(0, -1, 0.18055555555555555, 30)"
samsum,22,6,0.23076923076923078,0.18055555555555555,0.0,0.041666666666666664,0.5208333333333334,0.625,15,13,0,1,65,72,31,24,0.05021367521367523,0.041666666666666664,0.10416666666666663,2,False,low_support,unstable,unstable_across_hardware,aggregate_only,1206,1292,"(0, -1, 0.18055555555555555, 28)"
passage_retrieval_en,26,4,0.18181818181818182,0.1794871794871795,0.05263157894736842,0.0,0.6666666666666666,0.6666666666666666,14,14,1,0,77,78,19,18,0.0023310023310023353,0.05263157894736842,0.0,0,False,low_support,unstable,high_fp_risk,aggregate_only,1207,1320,"(0, -1, 0.1794871794871795, 28)"
dureader,13,2,0.17857142857142858,0.23170731707317074,0.0,0.0,0.71875,0.65625,15,19,0,0,84,82,12,14,0.05313588850174217,0.0,0.0625,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1208,1203,"(0, -1, 0.17857142857142858, 34)"
hotpotqa,10,1,0.1780821917808219,0.273972602739726,0.043478260869565216,0.0,0.6354166666666666,0.5520833333333334,13,20,1,0,73,73,23,23,0.0958904109589041,0.043478260869565216,0.08333333333333326,7,False,low_support,unstable,unstable_across_hardware,aggregate_only,1209,1294,"(0, -1, 0.1780821917808219, 33)"
samsum,15,5,0.1780821917808219,0.2465753424657534,0.0,0.0,0.625,0.5729166666666666,13,18,0,0,73,73,23,23,0.0684931506849315,0.0,0.05208333333333337,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1210,1143,"(0, -1, 0.1780821917808219, 31)"
gsm8k,3,6,0.1774193548387097,0.23809523809523808,0.0,0.0,0.6375,0.6,11,15,0,0,62,63,18,17,0.060675883256528396,0.0,0.03749999999999998,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1211,1153,"(0, -1, 0.1774193548387097, 26)"
samsum,20,5,0.24324324324324326,0.17721518987341772,0.0,0.0,0.5833333333333334,0.6770833333333334,18,14,0,0,74,79,22,17,0.06602805336982553,0.0,0.09375,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1212,1166,"(0, -1, 0.17721518987341772, 32)"
hotpotqa,20,6,0.17567567567567569,0.2345679012345679,0.0,0.0,0.6354166666666666,0.6458333333333334,13,19,0,0,74,81,22,15,0.0588922255588922,0.0,0.01041666666666674,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1213,1173,"(0, -1, 0.17567567567567569, 32)"
hotpotqa,11,7,0.23684210526315788,0.17567567567567569,0.0,0.0,0.6041666666666666,0.6354166666666666,18,13,0,0,76,74,20,22,0.061166429587482196,0.0,0.03125,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1214,1154,"(0, -1, 0.17567567567567569, 31)"
passage_retrieval_en,30,5,0.23376623376623376,0.17567567567567569,0.0,0.0,0.6145833333333334,0.6354166666666666,18,13,0,0,77,74,19,22,0.058090558090558075,0.0,0.02083333333333326,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1215,1161,"(0, -1, 0.17567567567567569, 31)"
samsum,20,7,0.17567567567567569,0.22666666666666666,0.0,0.0,0.6354166666666666,0.6041666666666666,13,17,0,0,74,75,22,21,0.05099099099099097,0.0,0.03125,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1216,1155,"(0, -1, 0.17567567567567569, 30)"
dureader,18,5,0.29577464788732394,0.17333333333333334,0.0,0.0,0.5208333333333334,0.6458333333333334,21,13,0,0,71,75,25,21,0.1224413145539906,0.0,0.125,8,False,low_support,unstable,unstable_across_hardware,aggregate_only,1217,1135,"(0, -1, 0.17333333333333334, 34)"
samsum,18,5,0.17105263157894737,0.26666666666666666,0.0,0.0,0.65625,0.5729166666666666,13,20,0,0,76,75,20,21,0.09561403508771929,0.0,0.08333333333333337,7,False,low_support,unstable,unstable_across_hardware,aggregate_only,1218,1149,"(0, -1, 0.17105263157894737, 33)"
passage_retrieval_zh,28,4,0.17105263157894737,0.25,0.0,0.0,0.65625,0.5625,13,18,0,0,76,72,20,24,0.07894736842105263,0.0,0.09375,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1219,1147,"(0, -1, 0.17105263157894737, 31)"
dureader,21,3,0.17105263157894737,0.2328767123287671,0.0,0.0,0.65625,0.5833333333333334,13,17,0,0,76,73,20,23,0.06182408074981974,0.0,0.07291666666666663,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1220,1158,"(0, -1, 0.17105263157894737, 30)"
samsum,26,3,0.17073170731707318,0.17721518987341772,0.07142857142857142,0.0,0.71875,0.6770833333333334,14,14,1,0,82,79,14,17,0.006483482556344539,0.07142857142857142,0.04166666666666663,0,False,low_support,unstable,high_fp_risk,aggregate_only,1221,1391,"(0, -1, 0.17073170731707318, 28)"
hotpotqa,31,5,0.16666666666666666,0.2857142857142857,0.041666666666666664,0.0,0.6354166666666666,0.5729166666666666,12,22,1,0,72,77,24,19,0.11904761904761904,0.041666666666666664,0.0625,10,False,low_support,unstable,unstable_across_hardware,aggregate_only,1222,1293,"(0, -1, 0.16666666666666666, 34)"
hotpotqa,10,5,0.24691358024691357,0.16666666666666666,0.0,0.0,0.6354166666666666,0.6770833333333334,20,13,0,0,81,78,15,18,0.08024691358024691,0.0,0.04166666666666674,7,False,low_support,unstable,unstable_across_hardware,aggregate_only,1223,1182,"(0, -1, 0.16666666666666666, 33)"
samsum,6,7,0.16666666666666666,0.2727272727272727,0.0,0.0,0.625,0.5833333333333334,12,21,0,0,72,77,24,19,0.10606060606060605,0.0,0.04166666666666663,9,False,low_support,unstable,unstable_across_hardware,aggregate_only,1224,1145,"(0, -1, 0.16666666666666666, 33)"
hotpotqa,2,4,0.22077922077922077,0.16455696202531644,0.0,0.0,0.625,0.6875,17,13,0,0,77,79,19,17,0.056222258753904325,0.0,0.0625,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1225,1183,"(0, -1, 0.16455696202531644, 30)"
samsum,10,5,0.16455696202531644,0.18518518518518517,0.0,0.06666666666666667,0.6875,0.6979166666666666,13,15,0,1,79,81,17,15,0.02062822315986873,0.06666666666666667,0.01041666666666663,2,False,low_support,unstable,high_fp_risk,aggregate_only,1226,1369,"(0, -1, 0.16455696202531644, 28)"
dureader,26,6,0.1643835616438356,0.23376623376623376,0.0,0.0,0.6354166666666666,0.6145833333333334,12,18,0,0,73,77,23,19,0.06938267212239815,0.0,0.02083333333333326,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1227,1162,"(0, -1, 0.1643835616438356, 30)"
passage_retrieval_en,28,2,0.22972972972972974,0.1643835616438356,0.0,0.0,0.59375,0.6354166666666666,17,12,0,0,74,73,22,23,0.06534616808589414,0.0,0.04166666666666663,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1228,1150,"(0, -1, 0.1643835616438356, 29)"
passage_retrieval_en,2,4,0.16216216216216217,0.21333333333333335,0.0,0.0,0.6458333333333334,0.6145833333333334,12,16,0,0,74,75,22,21,0.051171171171171176,0.0,0.03125,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1229,1167,"(0, -1, 0.16216216216216217, 28)"
hotpotqa,22,6,0.2153846153846154,0.16216216216216217,0.0,0.0,0.53125,0.6458333333333334,14,12,0,0,65,74,31,22,0.053222453222453225,0.0,0.11458333333333337,2,False,low_support,unstable,unstable_across_hardware,aggregate_only,1230,1141,"(0, -1, 0.16216216216216217, 26)"
dureader,5,5,0.273972602739726,0.16,0.0,0.047619047619047616,0.5520833333333334,0.6666666666666666,20,12,0,1,73,75,23,21,0.11397260273972601,0.047619047619047616,0.11458333333333326,8,False,low_support,unstable,unstable_across_hardware,aggregate_only,1231,1300,"(0, -1, 0.16, 32)"
hotpotqa,3,2,0.16,0.2236842105263158,0.0,0.0,0.65625,0.6145833333333334,12,17,0,0,75,76,21,20,0.06368421052631579,0.0,0.04166666666666663,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1232,1171,"(0, -1, 0.16, 29)"
passage_retrieval_en,5,4,0.18181818181818182,0.16,0.05263157894736842,0.047619047619047616,0.6666666666666666,0.6666666666666666,14,12,1,1,77,75,19,21,0.02181818181818182,0.005012531328320802,0.0,2,False,low_support,unstable,high_fp_risk,aggregate_only,1233,1443,"(0, -1, 0.16, 26)"
hotpotqa,17,4,0.2597402597402597,0.15789473684210525,0.05263157894736842,0.0,0.6041666666666666,0.6666666666666666,20,12,1,0,77,76,19,20,0.10184552289815446,0.05263157894736842,0.0625,8,False,low_support,unstable,high_fp_risk,aggregate_only,1234,1317,"(0, -1, 0.15789473684210525, 32)"
dureader,15,4,0.15789473684210525,0.25,0.0,0.0,0.6666666666666666,0.59375,12,19,0,0,76,76,20,20,0.09210526315789475,0.0,0.07291666666666663,7,False,low_support,unstable,unstable_across_hardware,aggregate_only,1235,1164,"(0, -1, 0.15789473684210525, 31)"
samsum,23,4,0.15789473684210525,0.25675675675675674,0.0,0.0,0.6666666666666666,0.5729166666666666,12,19,0,0,76,74,20,22,0.09886201991465149,0.0,0.09375,7,False,low_support,unstable,unstable_across_hardware,aggregate_only,1236,1156,"(0, -1, 0.15789473684210525, 31)"
hotpotqa,31,0,0.2125,0.15789473684210525,0.0,0.0,0.65625,0.6666666666666666,17,12,0,0,80,76,16,20,0.05460526315789474,0.0,0.01041666666666663,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1237,1185,"(0, -1, 0.15789473684210525, 29)"
hotpotqa,18,1,0.17721518987341772,0.15789473684210525,0.0,0.05,0.6770833333333334,0.6770833333333334,14,12,0,1,79,76,17,20,0.019320453031312468,0.05,0.0,2,False,low_support,unstable,high_fp_risk,aggregate_only,1238,1309,"(0, -1, 0.15789473684210525, 26)"
hotpotqa,4,5,0.23376623376623376,0.15714285714285714,0.0,0.038461538461538464,0.6145833333333334,0.625,18,11,0,1,77,70,19,26,0.07662337662337662,0.038461538461538464,0.01041666666666663,7,False,low_support,unstable,unstable_across_hardware,aggregate_only,1239,1289,"(0, -1, 0.15714285714285714, 29)"
passage_retrieval_zh,6,5,0.15714285714285714,0.21333333333333335,0.038461538461538464,0.047619047619047616,0.625,0.625,11,16,1,1,70,75,26,21,0.05619047619047621,0.009157509157509153,0.0,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1240,1304,"(0, -1, 0.15714285714285714, 27)"
hotpotqa,23,4,0.15584415584415584,0.2236842105263158,0.0,0.0,0.6770833333333334,0.6145833333333334,12,17,0,0,77,76,19,20,0.06784005468215995,0.0,0.0625,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1241,1175,"(0, -1, 0.15584415584415584, 29)"
hotpotqa,9,6,0.15584415584415584,0.19230769230769232,0.0,0.05555555555555555,0.6770833333333334,0.6666666666666666,12,15,0,1,77,78,19,18,0.03646353646353648,0.05555555555555555,0.01041666666666674,3,False,low_support,unstable,high_fp_risk,aggregate_only,1242,1332,"(0, -1, 0.15584415584415584, 27)"
passage_retrieval_zh,20,1,0.15584415584415584,0.18181818181818182,0.0,0.05263157894736842,0.6770833333333334,0.6666666666666666,12,14,0,1,77,77,19,19,0.025974025974025983,0.05263157894736842,0.01041666666666674,2,False,low_support,unstable,high_fp_risk,aggregate_only,1243,1322,"(0, -1, 0.15584415584415584, 26)"
passage_retrieval_en,15,2,0.25,0.15492957746478872,0.0,0.0,0.59375,0.625,19,11,0,0,76,71,20,25,0.09507042253521128,0.0,0.03125,8,False,low_support,unstable,unstable_across_hardware,aggregate_only,1244,1148,"(0, -1, 0.15492957746478872, 30)"
dureader,0,2,0.20481927710843373,0.15476190476190477,0.0,0.0,0.6875,0.7395833333333334,17,13,0,0,83,84,13,12,0.05005737234652896,0.0,0.05208333333333337,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1245,1221,"(0, -1, 0.15476190476190477, 30)"
passage_retrieval_en,29,3,0.2222222222222222,0.15384615384615385,0.0,0.0,0.5833333333333334,0.6875,16,12,0,0,72,78,24,18,0.06837606837606836,0.0,0.10416666666666663,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1246,1172,"(0, -1, 0.15384615384615385, 28)"
gsm8k,29,2,0.15384615384615385,0.2153846153846154,0.0,0.0,0.6875,0.6375,10,14,0,0,65,65,15,15,0.06153846153846154,0.0,0.050000000000000044,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1247,1189,"(0, -1, 0.15384615384615385, 24)"
dureader,0,0,0.15217391304347827,0.16666666666666666,0.25,0.16666666666666666,0.8229166666666666,0.7916666666666666,14,15,1,1,92,90,4,6,0.014492753623188387,0.08333333333333334,0.03125,1,False,low_support,unstable,high_fp_risk,aggregate_only,1248,1506,"(0, -1, 0.15217391304347827, 29)"
passage_retrieval_en,22,5,0.1518987341772152,0.21052631578947367,0.0,0.0,0.6979166666666666,0.625,12,16,0,0,79,76,17,20,0.05862758161225848,0.0,0.07291666666666663,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1249,1186,"(0, -1, 0.1518987341772152, 28)"
passage_retrieval_en,18,1,0.16666666666666666,0.1518987341772152,0.0,0.058823529411764705,0.6770833333333334,0.7083333333333334,13,12,0,1,78,79,18,17,0.014767932489451463,0.058823529411764705,0.03125,1,False,low_support,unstable,high_fp_risk,aggregate_only,1250,1345,"(0, -1, 0.1518987341772152, 25)"
passage_retrieval_en,31,5,0.15,0.2328767123287671,0.0,0.0,0.7083333333333334,0.5833333333333334,12,17,0,0,80,73,16,23,0.08287671232876712,0.0,0.125,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1251,1176,"(0, -1, 0.15, 29)"
samsum,20,3,0.15,0.2077922077922078,0.0,0.0,0.7083333333333334,0.6354166666666666,12,16,0,0,80,77,16,19,0.05779220779220781,0.0,0.07291666666666674,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1252,1192,"(0, -1, 0.15, 28)"
dureader,10,4,0.14864864864864866,0.21518987341772153,0.0,0.0,0.65625,0.6458333333333334,11,17,0,0,74,79,22,17,0.06654122476907287,0.0,0.01041666666666663,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1253,1178,"(0, -1, 0.14864864864864866, 28)"
passage_retrieval_zh,20,5,0.2,0.14864864864864866,0.0,0.045454545454545456,0.6666666666666666,0.6666666666666666,16,11,0,1,80,74,16,22,0.051351351351351354,0.045454545454545456,0.0,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1254,1297,"(0, -1, 0.14864864864864866, 27)"
dureader,29,5,0.14666666666666667,0.19736842105263158,0.0,0.0,0.6666666666666666,0.6354166666666666,11,15,0,0,75,76,21,20,0.050701754385964914,0.0,0.03125,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1255,1177,"(0, -1, 0.14666666666666667, 26)"
passage_retrieval_en,10,1,0.2876712328767123,0.14473684210526316,0.043478260869565216,0.0,0.5520833333333334,0.6770833333333334,21,11,1,0,73,76,23,20,0.14293439077144915,0.043478260869565216,0.125,10,False,low_support,unstable,unstable_across_hardware,aggregate_only,1256,1295,"(0, -1, 0.14473684210526316, 32)"
hotpotqa,6,7,0.14473684210526316,0.1875,0.1,0.0,0.6979166666666666,0.6770833333333334,11,15,2,0,76,80,20,16,0.042763157894736836,0.1,0.02083333333333326,4,False,low_support,unstable,high_fp_risk,aggregate_only,1257,1441,"(0, -1, 0.14473684210526316, 26)"
samsum,16,0,0.14473684210526316,0.16666666666666666,0.05,0.041666666666666664,0.6875,0.6354166666666666,11,12,1,1,76,72,20,24,0.021929824561403494,0.008333333333333338,0.05208333333333337,1,False,low_support,unstable,high_fp_risk,aggregate_only,1258,1430,"(0, -1, 0.14473684210526316, 23)"
hotpotqa,2,2,0.14285714285714285,0.28205128205128205,0.0,0.0,0.625,0.5833333333333334,10,22,0,0,70,78,26,18,0.1391941391941392,0.0,0.04166666666666663,12,False,low_support,unstable,unstable_across_hardware,aggregate_only,1259,1146,"(0, -1, 0.14285714285714285, 32)"
passage_retrieval_en,15,0,0.21794871794871795,0.14285714285714285,0.0,0.05263157894736842,0.6354166666666666,0.6979166666666666,17,11,0,1,78,77,18,19,0.0750915750915751,0.05263157894736842,0.0625,6,False,low_support,unstable,high_fp_risk,aggregate_only,1260,1321,"(0, -1, 0.14285714285714285, 28)"
passage_retrieval_en,20,3,0.14285714285714285,0.21333333333333335,0.0,0.0,0.625,0.6145833333333334,10,16,0,0,70,75,26,21,0.0704761904761905,0.0,0.01041666666666663,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1261,1159,"(0, -1, 0.14285714285714285, 26)"
gsm8k,23,3,0.16923076923076924,0.14285714285714285,0.0,0.058823529411764705,0.675,0.6875,11,9,0,1,65,63,15,17,0.02637362637362639,0.058823529411764705,0.012499999999999956,2,False,low_support,unstable,high_fp_risk,aggregate_only,1262,1343,"(0, -1, 0.14285714285714285, 20)"
gsm8k,11,4,0.14102564102564102,0.15,0.0,,0.8375,0.85,11,12,0,0,78,80,2,0,0.00897435897435897,0.0,0.012499999999999956,1,False,low_support,unstable,data_insufficient,aggregate_only,1263,1523,"(0, -1, 0.14102564102564102, 23)"
samsum,11,5,0.14473684210526316,0.14102564102564102,0.05,0.1111111111111111,0.6875,0.71875,11,11,1,2,76,78,20,18,0.0037112010796221395,0.0611111111111111,0.03125,0,False,low_support,unstable,high_fp_risk,aggregate_only,1264,1483,"(0, -1, 0.14102564102564102, 22)"
passage_retrieval_en,22,3,0.22666666666666666,0.14084507042253522,0.047619047619047616,0.08,0.6145833333333334,0.65625,17,10,1,2,75,71,21,25,0.08582159624413144,0.032380952380952385,0.04166666666666663,7,False,low_support,unstable,high_fp_risk,aggregate_only,1265,1467,"(0, -1, 0.14084507042253522, 27)"
dureader,28,0,0.14084507042253522,0.21333333333333335,0.0,0.0,0.6354166666666666,0.6145833333333334,10,16,0,0,71,75,25,21,0.07248826291079813,0.0,0.02083333333333326,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1266,1163,"(0, -1, 0.14084507042253522, 26)"
hotpotqa,22,3,0.19444444444444445,0.14084507042253522,0.041666666666666664,0.04,0.6145833333333334,0.6458333333333334,14,10,1,1,72,71,24,25,0.05359937402190923,0.0016666666666666635,0.03125,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1267,1303,"(0, -1, 0.14084507042253522, 24)"
passage_retrieval_en,28,3,0.24050632911392406,0.13924050632911392,0.0,0.0,0.625,0.7083333333333334,19,11,0,0,79,79,17,17,0.10126582278481014,0.0,0.08333333333333337,8,False,low_support,unstable,unstable_across_hardware,aggregate_only,1268,1190,"(0, -1, 0.13924050632911392, 30)"
dureader,16,6,0.2191780821917808,0.1388888888888889,0.0,0.0,0.59375,0.6458333333333334,16,10,0,0,73,72,23,24,0.08028919330289191,0.0,0.05208333333333337,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1269,1160,"(0, -1, 0.1388888888888889, 26)"
hotpotqa,15,0,0.21333333333333335,0.1388888888888889,0.0,0.0,0.6145833333333334,0.6458333333333334,16,10,0,0,75,72,21,24,0.07444444444444445,0.0,0.03125,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1270,1168,"(0, -1, 0.1388888888888889, 26)"
hotpotqa,28,5,0.1388888888888889,0.2,0.0,0.0,0.6458333333333334,0.5833333333333334,10,14,0,0,72,70,24,26,0.061111111111111116,0.0,0.0625,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1271,1152,"(0, -1, 0.1388888888888889, 24)"
hotpotqa,29,2,0.2,0.13846153846153847,0.0,0.0,0.5833333333333334,0.5833333333333334,14,9,0,0,70,65,26,31,0.06153846153846154,0.0,0.0,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1272,1136,"(0, -1, 0.13846153846153847, 23)"
hotpotqa,11,4,0.15625,0.13829787234042554,,0.0,0.84375,0.84375,15,13,0,0,96,94,0,2,0.017952127659574463,0.0,0.0,2,False,low_support,unstable,data_insufficient,aggregate_only,1273,1524,"(0, -1, 0.13829787234042554, 28)"
gsm8k,23,5,0.203125,0.13793103448275862,0.0,0.045454545454545456,0.6375,0.6375,13,8,0,1,64,58,16,22,0.06519396551724138,0.045454545454545456,0.0,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1274,1296,"(0, -1, 0.13793103448275862, 21)"
passage_retrieval_en,10,4,0.1375,0.19480519480519481,0.0,0.0,0.71875,0.6458333333333334,11,15,0,0,80,77,16,19,0.0573051948051948,0.0,0.07291666666666663,4,False,low_support,unstable,unstable_across_hardware,aggregate_only,1275,1200,"(0, -1, 0.1375, 26)"
hotpotqa,10,2,0.1375,0.14666666666666667,0.0625,0.0,0.7291666666666666,0.6666666666666666,11,11,1,0,80,75,16,21,0.009166666666666656,0.0625,0.0625,0,False,low_support,unstable,high_fp_risk,aggregate_only,1276,1358,"(0, -1, 0.1375, 22)"
samsum,19,3,0.21621621621621623,0.13513513513513514,0.0,0.0,0.6041666666666666,0.6666666666666666,16,10,0,0,74,74,22,22,0.08108108108108109,0.0,0.0625,6,False,low_support,unstable,unstable_across_hardware,aggregate_only,1277,1170,"(0, -1, 0.13513513513513514, 26)"
samsum,2,2,0.19480519480519481,0.13513513513513514,0.0,0.0,0.6458333333333334,0.6666666666666666,15,10,0,0,77,74,19,22,0.05967005967005967,0.0,0.02083333333333326,5,False,low_support,unstable,unstable_across_hardware,aggregate_only,1278,1184,"(0, -1, 0.13513513513513514, 25)"
samsum,28,4,0.24050632911392406,0.13333333333333333,0.0,0.0,0.625,0.6770833333333334,19,10,0,0,79,75,17,21,0.10717299578059072,0.0,0.05208333333333337,9,False,low_support,unstable,unstable_across_hardware,aggregate_only,1279,1179,"(0, -1, 0.13333333333333333, 29)"
passage_retrieval_zh,16,6,0.273972602739726,0.13157894736842105,0.043478260869565216,0.05,0.5625,0.6979166666666666,20,10,1,1,73,76,23,20,0.14239365537130497,0.006521739130434787,0.13541666666666663,10,False,low_support,unstable,high_fp_risk,aggregate_only,1280,1432,"(0, -1, 0.13157894736842105, 30)"
gsm8k,14,1,0.13636363636363635,0.13043478260869565,0.07142857142857142,0.09090909090909091,0.725,0.7625,9,9,1,1,66,69,14,11,0.005928853754940705,0.019480519480519487,0.03749999999999998,0,False,low_support,unstable,high_fp_risk,aggregate_only,1281,1484,"(0, -1, 0.13043478260869565, 18)"
passage_retrieval_zh,24,2,0.21518987341772153,0.12987012987012986,0.0,0.0,0.6458333333333334,0.6979166666666666,17,10,0,0,79,77,17,19,0.08531974354759167,0.0,0.05208333333333326,7,False,low_support,unstable,unstable_across_hardware,aggregate_only,1282,1193,"(0, -1, 0.12987012987012986, 27)"
dureader,19,3,0.17105263157894737,0.12987012987012986,0.05,0.05263157894736842,0.6666666666666666,0.7083333333333334,13,10,1,1,76,77,20,19,0.041182501708817515,0.0026315789473684154,0.04166666666666674,3,False,low_support,unstable,high_fp_risk,aggregate_only,1283,1447,"(0, -1, 0.12987012987012986, 23)"
dureader,17,0,0.12987012987012986,0.1375,0.0,0.0625,0.6979166666666666,0.7291666666666666,10,11,0,1,77,80,19,16,0.007629870129870153,0.0625,0.03125,1,False,low_support,unstable,high_fp_risk,aggregate_only,1284,1359,"(0, -1, 0.12987012987012986, 21)"
samsum,6,5,0.12987012987012986,0.1527777777777778,0.05263157894736842,0.125,0.7083333333333334,0.6666666666666666,10,11,1,3,77,72,19,24,0.022907647907647932,0.07236842105263158,0.04166666666666674,1,False,low_support,unstable,high_fp_risk,aggregate_only,1285,1486,"(0, -1, 0.12987012987012986, 21)"
