context_tokens,decode_tokens,capacity_backend,round,seed,backend,prefill_ms,cache_setup_ms,decode_total_ms,mean_tpot_ms,median_tpot_ms,p90_tpot_ms,p95_tpot_ms,tokens_per_sec,peak_allocated_bytes,peak_reserved_bytes,mixed_v_fused_calls,mixed_v_reference_calls,selector_calls,importance_update_calls,pack_calls,cache_concat_events,cache_concat_bytes,largest_cache_concat_bytes,profile_enabled
8192,512,fixed_capacity,2,28578255,fused,82.58737693540752,82.58737693540752,50939.452407836914,99.49111798405647,96.4213752746582,100.14822387695312,100.49638366699219,10.051148487046358,17364304384,17444110336,16384,0,0,0,0,0,0,0,False
8192,512,fixed_capacity,3,28578256,fused,79.40033986233175,79.40033986233175,51010.55487823486,99.62998999655247,96.38400268554688,100.27315521240234,100.6714859008789,10.037138416199815,17364304384,17444110336,16384,0,0,0,0,0,0,0,False
8192,512,fixed_capacity,4,28578257,fused,78.96340196020901,78.96340196020901,50324.85065460205,98.29072393476963,96.05376052856445,97.22879791259766,98.40435028076172,10.173900038254345,17364304384,17444110336,16384,0,0,0,0,0,0,0,False
8192,512,chunked_capacity,0,28578253,fused,71.47082686424255,71.47082686424255,50725.943367004395,99.07410813868046,96.11673736572266,100.51993560791016,100.68582153320312,10.093454473496093,16519277568,16609443840,16384,0,0,0,0,0,0,0,False
8192,512,chunked_capacity,1,28578254,fused,68.34476720541716,68.34476720541716,51091.02696228027,99.78716203570366,96.52275085449219,100.49842834472656,100.82611083984375,10.021329193049922,16519277568,16609443840,16384,0,0,0,0,0,0,0,False
8192,512,chunked_capacity,2,28578255,fused,68.60547186806798,68.60547186806798,51031.97090148926,99.6718181669712,96.5032958984375,100.38066864013672,100.74111938476562,10.032926241244944,16519277568,16609443840,16384,0,0,0,0,0,0,0,False
8192,512,chunked_capacity,3,28578256,fused,69.04257088899612,69.04257088899612,50773.38626098633,99.16677004098892,96.41830062866211,99.6341781616211,99.94137573242188,10.084023101555761,16519277568,16609443840,16384,0,0,0,0,0,0,0,False
8192,512,chunked_capacity,4,28578257,fused,68.0046530906111,68.0046530906111,50467.90147399902,98.57012006640434,95.5048942565918,99.57273864746094,99.89734649658203,10.145062208774057,16519277568,16609443840,16384,0,0,0,0,0,0,0,False
16384,512,baseline,0,36843981,fused,55.817419895902276,55.817419895902276,56095.698989868164,109.56191208958626,107.00851058959961,109.1962890625,109.86905670166016,9.127259473003017,17015036416,17175674880,16384,0,0,0,0,0,0,0,False
16384,512,baseline,1,36843982,fused,56.147338123992085,56.147338123992085,56873.41054534912,111.080879971385,108.80563354492188,111.32415771484375,111.98873901367188,9.002449388748136,17015036416,17175674880,16384,0,0,0,0,0,0,0,False
16384,512,baseline,2,36843983,fused,58.698473032563925,58.698473032563925,56751.68045806885,110.84312589466572,107.15238189697266,113.16633605957031,113.4049301147461,9.021759283027624,17015036416,17175674880,16384,0,0,0,0,0,0,0,False
16384,512,baseline,3,36843984,fused,56.15618103183806,56.15618103183806,56792.584159851074,110.92301593720913,108.83327865600586,111.58834838867188,111.84435272216797,9.015261544692187,17015036416,17175674880,16384,0,0,0,0,0,0,0,False
16384,512,baseline,4,36843985,fused,55.84401614032686,55.84401614032686,56608.317390441895,110.56311990320683,106.52927780151367,113.21446228027344,113.55545806884766,9.044607287452237,17015036416,17175674880,16384,0,0,0,0,0,0,0,False
16384,512,fixed_capacity,0,36843981,fused,82.188077038154,82.188077038154,51950.889976501465,101.46658198535442,98.77503967285156,101.8071060180664,102.05900573730469,9.855461575953539,17550331392,17670602752,16384,0,0,0,0,0,0,0,False
16384,512,fixed_capacity,1,36843982,fused,82.70195592194796,82.70195592194796,51261.35395050049,100.11983193457127,97.78125,99.05868530273438,100.50969696044922,9.988031149048515,17550331392,17670602752,16384,0,0,0,0,0,0,0,False
16384,512,fixed_capacity,2,36843983,fused,86.71993901953101,86.71993901953101,51906.403312683105,101.37969397008419,97.92614364624023,102.67750549316406,103.00415802001953,9.863908252623911,17550331392,17670602752,16384,0,0,0,0,0,0,0,False
16384,512,fixed_capacity,3,36843984,fused,86.36589208617806,86.36589208617806,51885.17992401123,101.33824203908443,97.89440155029297,102.83622741699219,103.12397003173828,9.86794303787426,17550331392,17670602752,16384,0,0,0,0,0,0,0,False
16384,512,fixed_capacity,4,36843985,fused,83.13406305387616,83.13406305387616,51312.426986694336,100.21958395838737,97.95430755615234,99.19487762451172,100.07347106933594,9.978089715630974,17550331392,17670602752,16384,0,0,0,0,0,0,0,False
16384,512,chunked_capacity,0,36843981,fused,73.83500202558935,73.83500202558935,51512.79930114746,100.61093613505363,98.27942276000977,101.89209747314453,102.16448211669922,9.939277363026068,17095536640,17156800512,16384,0,0,0,0,0,0,0,False
16384,512,chunked_capacity,1,36843982,fused,76.68190402910113,76.68190402910113,51817.409523010254,101.2058779746294,98.07462310791016,102.88127899169922,103.2806396484375,9.880849017985724,17095536640,17156800512,16384,0,0,0,0,0,0,0,False
16384,512,chunked_capacity,2,36843983,fused,76.86563418246806,76.86563418246806,51780.64284515381,101.13406805694103,97.88876724243164,103.01439666748047,103.2775650024414,9.887864882850106,17095536640,17156800512,16384,0,0,0,0,0,0,0,False
16384,512,chunked_capacity,3,36843984,fused,74.06272110529244,74.06272110529244,52057.82725524902,101.67544385790825,98.36851119995117,103.02566528320312,103.32262420654297,9.835216469745665,17095536640,17156800512,16384,0,0,0,0,0,0,0,False
