variant,kv_head,ref_centroid,test_centroid,l2_cost
random_rel_0.0002,7,23,23,0.004784159827977419
random_rel_0.0002,7,24,24,0.0
random_rel_0.0002,7,25,25,0.0
random_rel_0.0002,7,26,26,0.0027621358167380095
random_rel_0.0002,7,27,27,0.0
random_rel_0.0002,7,28,28,0.004784159827977419
random_rel_0.0002,7,29,29,0.00390625
random_rel_0.0002,7,30,30,0.0078125
random_rel_0.0002,7,31,31,0.00390625
random_rel_0.0005,0,0,0,0.0078125
random_rel_0.0005,0,1,1,0.0078125
random_rel_0.0005,0,2,2,0.0
random_rel_0.0005,0,3,3,0.005524271633476019
random_rel_0.0005,0,4,4,0.005524271633476019
random_rel_0.0005,0,5,5,0.011048543266952038
random_rel_0.0005,0,6,6,0.005524271633476019
random_rel_0.0005,0,7,7,0.0078125
random_rel_0.0005,0,8,8,0.0078125
random_rel_0.0005,0,9,9,0.009568319655954838
random_rel_0.0005,0,10,10,0.0078125
random_rel_0.0005,0,11,11,0.009568319655954838
random_rel_0.0005,0,12,12,0.0
random_rel_0.0005,0,13,13,0.0
random_rel_0.0005,0,14,14,0.0
random_rel_0.0005,0,15,15,0.0078125
random_rel_0.0005,0,16,16,0.0
random_rel_0.0005,0,17,17,0.0078125
random_rel_0.0005,0,18,18,0.0
random_rel_0.0005,0,19,19,0.0
random_rel_0.0005,0,20,20,0.0
random_rel_0.0005,0,21,21,0.0
random_rel_0.0005,0,22,22,0.011048543266952038
random_rel_0.0005,0,23,23,0.0
random_rel_0.0005,0,24,24,0.005524271633476019
random_rel_0.0005,0,25,25,0.005524271633476019
random_rel_0.0005,0,26,26,0.0078125
random_rel_0.0005,0,27,27,0.005524271633476019
random_rel_0.0005,0,28,28,0.0078125
random_rel_0.0005,0,29,29,0.0
random_rel_0.0005,0,30,30,0.005524271633476019
random_rel_0.0005,0,31,31,0.0
random_rel_0.0005,1,0,0,0.005524271633476019
random_rel_0.0005,1,1,1,0.0
random_rel_0.0005,1,2,2,0.006765823345631361
random_rel_0.0005,1,3,3,4.493825912475586
random_rel_0.0005,1,4,4,0.6928502917289734
random_rel_0.0005,1,5,5,1.137597680091858
random_rel_0.0005,1,6,6,0.005524271633476019
random_rel_0.0005,1,7,7,0.006765823345631361
random_rel_0.0005,1,8,8,0.005524271633476019
random_rel_0.0005,1,9,9,0.0
random_rel_0.0005,1,10,10,0.005524271633476019
random_rel_0.0005,1,11,11,0.0
random_rel_0.0005,1,12,12,0.005524271633476019
random_rel_0.0005,1,13,13,1.0006253719329834
random_rel_0.0005,1,14,14,0.200364351272583
random_rel_0.0005,1,15,15,0.006765823345631361
random_rel_0.0005,1,16,16,0.0
random_rel_0.0005,1,17,17,0.005524271633476019
random_rel_0.0005,1,18,18,0.005524271633476019
random_rel_0.0005,1,19,19,0.005524271633476019
random_rel_0.0005,1,20,20,0.0
random_rel_0.0005,1,21,21,0.006765823345631361
random_rel_0.0005,1,22,22,0.006765823345631361
random_rel_0.0005,1,23,23,0.0
random_rel_0.0005,1,24,24,1.2616764307022095
random_rel_0.0005,1,25,25,0.8747907280921936
random_rel_0.0005,1,26,26,0.0078125
random_rel_0.0005,1,27,27,0.0
random_rel_0.0005,1,28,28,0.00390625
random_rel_0.0005,1,29,29,0.0
random_rel_0.0005,1,30,30,0.009568319655954838
random_rel_0.0005,1,31,31,0.005524271633476019
random_rel_0.0005,2,0,0,0.0
random_rel_0.0005,2,1,1,0.0
random_rel_0.0005,2,2,2,0.0
random_rel_0.0005,2,3,3,0.0078125
random_rel_0.0005,2,4,4,0.005524271633476019
random_rel_0.0005,2,5,5,0.0
random_rel_0.0005,2,6,6,0.005524271633476019
random_rel_0.0005,2,7,7,0.0
random_rel_0.0005,2,8,8,0.005524271633476019
random_rel_0.0005,2,9,9,0.00390625
random_rel_0.0005,2,10,10,0.0
random_rel_0.0005,2,11,11,0.005524271633476019
random_rel_0.0005,2,12,12,0.0078125
random_rel_0.0005,2,13,13,0.004784159827977419
random_rel_0.0005,2,14,14,0.0078125
random_rel_0.0005,2,15,15,0.0
random_rel_0.0005,2,16,16,0.00390625
random_rel_0.0005,2,17,17,0.00390625
random_rel_0.0005,2,18,18,0.0
random_rel_0.0005,2,19,19,0.0027621358167380095
random_rel_0.0005,2,20,20,0.0078125
random_rel_0.0005,2,21,21,0.005524271633476019
random_rel_0.0005,2,22,22,0.0
random_rel_0.0005,2,23,23,0.0
random_rel_0.0005,2,24,24,0.0
random_rel_0.0005,2,25,25,0.0
random_rel_0.0005,2,26,26,0.005524271633476019
random_rel_0.0005,2,27,27,0.005524271633476019
random_rel_0.0005,2,28,28,0.005524271633476019
random_rel_0.0005,2,29,29,0.0
random_rel_0.0005,2,30,30,0.004784159827977419
random_rel_0.0005,2,31,31,0.00390625
random_rel_0.0005,3,0,0,0.0
random_rel_0.0005,3,1,1,0.0
random_rel_0.0005,3,2,2,0.0
random_rel_0.0005,3,3,3,0.005524271633476019
random_rel_0.0005,3,4,4,0.30965501070022583
random_rel_0.0005,3,5,5,0.42216426134109497
random_rel_0.0005,3,6,6,0.0
random_rel_0.0005,3,7,7,0.0027621358167380095
random_rel_0.0005,3,8,8,0.005524271633476019
random_rel_0.0005,3,9,9,0.8949533104896545
random_rel_0.0005,3,10,10,0.599816083908081
random_rel_0.0005,3,11,11,2.267853260040283
random_rel_0.0005,3,12,12,0.00390625
random_rel_0.0005,3,13,13,0.0
random_rel_0.0005,3,14,14,1.097294807434082
random_rel_0.0005,3,15,15,1.1519861221313477
random_rel_0.0005,3,16,16,0.4217664897441864
random_rel_0.0005,3,17,17,0.0027621358167380095
random_rel_0.0005,3,18,18,1.0643975734710693
random_rel_0.0005,3,19,19,0.004784159827977419
random_rel_0.0005,3,20,20,0.0
random_rel_0.0005,3,21,21,1.467427372932434
random_rel_0.0005,3,22,22,0.0
random_rel_0.0005,3,23,23,1.1910507678985596
random_rel_0.0005,3,24,24,1.9171332120895386
random_rel_0.0005,3,25,25,0.0027621358167380095
random_rel_0.0005,3,26,26,1.498272180557251
random_rel_0.0005,3,27,27,1.1808607578277588
random_rel_0.0005,3,28,28,0.004784159827977419
random_rel_0.0005,3,29,29,0.5630151629447937
random_rel_0.0005,3,30,30,0.005524271633476019
random_rel_0.0005,3,31,31,0.00390625
random_rel_0.0005,4,0,0,0.0078125
random_rel_0.0005,4,1,1,0.0027621358167380095
random_rel_0.0005,4,2,2,0.004784159827977419
random_rel_0.0005,4,3,3,0.0078125
random_rel_0.0005,4,4,4,0.005524271633476019
random_rel_0.0005,4,5,5,0.0027621358167380095
random_rel_0.0005,4,6,6,0.00390625
random_rel_0.0005,4,7,7,0.0027621358167380095
random_rel_0.0005,4,8,8,1.5290911197662354
random_rel_0.0005,4,9,9,0.00390625
random_rel_0.0005,4,10,10,0.00390625
random_rel_0.0005,4,11,11,0.0027621358167380095
random_rel_0.0005,4,12,12,1.1934983730316162
random_rel_0.0005,4,13,13,0.004784159827977419
random_rel_0.0005,4,14,14,0.005524271633476019
random_rel_0.0005,4,15,15,0.6918585300445557
random_rel_0.0005,4,16,16,0.009568319655954838
random_rel_0.0005,4,17,17,0.0
random_rel_0.0005,4,18,18,0.004784159827977419
random_rel_0.0005,4,19,19,0.0
random_rel_0.0005,4,20,20,0.004784159827977419
random_rel_0.0005,4,21,21,0.00390625
random_rel_0.0005,4,22,22,0.00390625
random_rel_0.0005,4,23,23,0.005524271633476019
random_rel_0.0005,4,24,24,0.009568319655954838
random_rel_0.0005,4,25,25,0.0027621358167380095
random_rel_0.0005,4,26,26,0.00390625
random_rel_0.0005,4,27,27,0.0027621358167380095
random_rel_0.0005,4,28,28,1.7649248838424683
random_rel_0.0005,4,29,29,0.005524271633476019
random_rel_0.0005,4,30,30,0.006765823345631361
random_rel_0.0005,4,31,31,0.006765823345631361
random_rel_0.0005,5,0,0,0.006765823345631361
random_rel_0.0005,5,1,1,0.0
random_rel_0.0005,5,2,2,0.008734640665352345
random_rel_0.0005,5,3,3,0.00390625
random_rel_0.0005,5,4,4,0.006765823345631361
random_rel_0.0005,5,5,5,0.005524271633476019
random_rel_0.0005,5,6,6,0.0078125
random_rel_0.0005,5,7,7,0.005524271633476019
random_rel_0.0005,5,8,8,0.00390625
random_rel_0.0005,5,9,9,0.005524271633476019
random_rel_0.0005,5,10,10,0.0
random_rel_0.0005,5,11,11,0.0
random_rel_0.0005,5,12,12,0.0
random_rel_0.0005,5,13,13,0.005524271633476019
random_rel_0.0005,5,14,14,0.00390625
random_rel_0.0005,5,15,15,0.005524271633476019
random_rel_0.0005,5,16,16,0.004784159827977419
random_rel_0.0005,5,17,17,0.005524271633476019
random_rel_0.0005,5,18,18,0.005524271633476019
random_rel_0.0005,5,19,19,0.0
random_rel_0.0005,5,20,20,0.005524271633476019
random_rel_0.0005,5,21,21,0.0
random_rel_0.0005,5,22,22,0.005524271633476019
random_rel_0.0005,5,23,23,0.00390625
random_rel_0.0005,5,24,24,0.0
random_rel_0.0005,5,25,25,0.0
random_rel_0.0005,5,26,26,0.0027621358167380095
random_rel_0.0005,5,27,27,0.006765823345631361
random_rel_0.0005,5,28,28,0.005524271633476019
random_rel_0.0005,5,29,29,0.0
random_rel_0.0005,5,30,30,0.00390625
random_rel_0.0005,5,31,31,0.005524271633476019
random_rel_0.0005,6,0,0,0.0078125
random_rel_0.0005,6,1,1,0.0
random_rel_0.0005,6,2,2,0.012352647259831429
random_rel_0.0005,6,3,3,0.008286407217383385
random_rel_0.0005,6,4,4,0.0
random_rel_0.0005,6,5,5,0.009568319655954838
random_rel_0.0005,6,6,6,0.0
random_rel_0.0005,6,7,7,0.0
random_rel_0.0005,6,8,8,0.0
random_rel_0.0005,6,9,9,0.005524271633476019
random_rel_0.0005,6,10,10,0.0078125
random_rel_0.0005,6,11,11,0.005524271633476019
random_rel_0.0005,6,12,12,0.0078125
random_rel_0.0005,6,13,13,0.009568319655954838
random_rel_0.0005,6,14,14,0.0
random_rel_0.0005,6,15,15,0.0078125
random_rel_0.0005,6,16,16,0.0078125
random_rel_0.0005,6,17,17,0.0
random_rel_0.0005,6,18,18,0.00390625
random_rel_0.0005,6,19,19,0.009568319655954838
random_rel_0.0005,6,20,20,0.0
random_rel_0.0005,6,21,21,0.009568319655954838
random_rel_0.0005,6,22,22,0.0078125
random_rel_0.0005,6,23,23,0.0
random_rel_0.0005,6,24,24,0.005524271633476019
random_rel_0.0005,6,25,25,0.009568319655954838
random_rel_0.0005,6,26,26,0.005524271633476019
random_rel_0.0005,6,27,27,0.0
random_rel_0.0005,6,28,28,0.00390625
random_rel_0.0005,6,29,29,0.0
random_rel_0.0005,6,30,30,0.0
random_rel_0.0005,6,31,31,0.005524271633476019
random_rel_0.0005,7,0,0,0.0
random_rel_0.0005,7,1,1,0.005524271633476019
random_rel_0.0005,7,2,2,1.5104918479919434
random_rel_0.0005,7,3,3,0.0
random_rel_0.0005,7,4,4,0.011048543266952038
random_rel_0.0005,7,5,5,1.2486931085586548
random_rel_0.0005,7,6,6,0.00390625
random_rel_0.0005,7,7,7,0.3156639039516449
random_rel_0.0005,7,8,8,0.39947018027305603
random_rel_0.0005,7,9,9,0.005524271633476019
random_rel_0.0005,7,10,10,0.8020426630973816
random_rel_0.0005,7,11,11,0.7033745050430298
random_rel_0.0005,7,12,12,0.00390625
random_rel_0.0005,7,13,13,0.00390625
random_rel_0.0005,7,14,14,0.6062998175621033
random_rel_0.0005,7,15,15,0.006765823345631361
random_rel_0.0005,7,16,16,2.403186798095703
random_rel_0.0005,7,17,17,0.004784159827977419
random_rel_0.0005,7,18,18,0.0027621358167380095
random_rel_0.0005,7,19,19,0.006765823345631361
random_rel_0.0005,7,20,20,2.996131420135498
random_rel_0.0005,7,21,21,0.005524271633476019
random_rel_0.0005,7,22,22,0.006176323629915714
random_rel_0.0005,7,23,23,0.006765823345631361
random_rel_0.0005,7,24,24,0.0
random_rel_0.0005,7,25,25,0.006765823345631361
random_rel_0.0005,7,26,26,0.8740752935409546
random_rel_0.0005,7,27,27,0.5979306697845459
random_rel_0.0005,7,28,28,1.3051055669784546
random_rel_0.0005,7,29,29,0.006765823345631361
random_rel_0.0005,7,30,30,0.005524271633476019
random_rel_0.0005,7,31,31,0.00390625
random_rel_0.001,0,0,0,0.0078125
random_rel_0.001,0,1,1,0.005524271633476019
random_rel_0.001,0,2,2,0.0
random_rel_0.001,0,3,3,0.0078125
random_rel_0.001,0,4,4,0.0
random_rel_0.001,0,5,5,0.015625
random_rel_0.001,0,6,6,0.005524271633476019
random_rel_0.001,0,7,7,0.005524271633476019
random_rel_0.001,0,8,8,0.011048543266952038
random_rel_0.001,0,9,9,0.011048543266952038
random_rel_0.001,0,10,10,0.005524271633476019
random_rel_0.001,0,11,11,0.009568319655954838
random_rel_0.001,0,12,12,0.0
random_rel_0.001,0,13,13,0.005524271633476019
random_rel_0.001,0,14,14,0.011048543266952038
random_rel_0.001,0,15,15,0.009568319655954838
random_rel_0.001,0,16,16,0.005524271633476019
random_rel_0.001,0,17,17,0.0078125
random_rel_0.001,0,18,18,0.0
random_rel_0.001,0,19,19,0.0
random_rel_0.001,0,20,20,0.0
random_rel_0.001,0,21,21,0.005524271633476019
random_rel_0.001,0,22,22,0.011048543266952038
random_rel_0.001,0,23,23,0.005524271633476019
random_rel_0.001,0,24,24,0.0078125
random_rel_0.001,0,25,25,0.009568319655954838
random_rel_0.001,0,26,26,0.005524271633476019
random_rel_0.001,0,27,27,0.0
random_rel_0.001,0,28,28,0.005524271633476019
random_rel_0.001,0,29,29,0.0078125
random_rel_0.001,0,30,30,0.0078125
random_rel_0.001,0,31,31,0.0078125
random_rel_0.001,1,0,0,0.7113022804260254
random_rel_0.001,1,1,1,0.009568319655954838
random_rel_0.001,1,2,2,0.0078125
random_rel_0.001,1,3,3,4.4944305419921875
random_rel_0.001,1,4,4,0.6927401423454285
random_rel_0.001,1,5,5,1.4873377084732056
random_rel_0.001,1,6,6,0.005524271633476019
random_rel_0.001,1,7,7,0.006765823345631361
random_rel_0.001,1,8,8,0.008734640665352345
random_rel_0.001,1,9,9,0.0078125
random_rel_0.001,1,10,10,0.006765823345631361
random_rel_0.001,1,11,11,0.006765823345631361
random_rel_0.001,1,12,12,0.0078125
random_rel_0.001,1,13,13,1.0006558895111084
random_rel_0.001,1,14,14,0.20047855377197266
random_rel_0.001,1,15,15,0.008734640665352345
random_rel_0.001,1,16,16,0.008734640665352345
random_rel_0.001,1,17,17,0.006765823345631361
random_rel_0.001,1,18,18,0.009568319655954838
random_rel_0.001,1,19,19,0.006765823345631361
random_rel_0.001,1,20,20,0.011048543266952038
random_rel_0.001,1,21,21,0.005524271633476019
random_rel_0.001,1,22,22,0.009568319655954838
random_rel_0.001,1,23,23,0.009568319655954838
random_rel_0.001,1,24,24,1.2615433931350708
random_rel_0.001,1,25,25,0.8747645616531372
random_rel_0.001,1,26,26,1.7641379833221436
random_rel_0.001,1,27,27,0.00390625
random_rel_0.001,1,28,28,0.008734640665352345
random_rel_0.001,1,29,29,0.005524271633476019
random_rel_0.001,1,30,30,0.010334965772926807
random_rel_0.001,1,31,31,0.008734640665352345
random_rel_0.001,2,0,0,0.0078125
random_rel_0.001,2,1,1,0.006765823345631361
random_rel_0.001,2,2,2,0.009568319655954838
random_rel_0.001,2,3,3,1.6292012929916382
random_rel_0.001,2,4,4,0.0
random_rel_0.001,2,5,5,0.005524271633476019
random_rel_0.001,2,6,6,0.005524271633476019
random_rel_0.001,2,7,7,0.0
random_rel_0.001,2,8,8,0.006176323629915714
random_rel_0.001,2,9,9,0.005524271633476019
random_rel_0.001,2,10,10,0.008734640665352345
random_rel_0.001,2,11,11,1.9167232513427734
random_rel_0.001,2,12,12,0.0078125
random_rel_0.001,2,13,13,0.005524271633476019
random_rel_0.001,2,14,14,0.009568319655954838
random_rel_0.001,2,15,15,2.1541011333465576
random_rel_0.001,2,16,16,0.0078125
random_rel_0.001,2,17,17,0.009568319655954838
random_rel_0.001,2,18,18,0.0
random_rel_0.001,2,19,19,0.007307924795895815
random_rel_0.001,2,20,20,0.009568319655954838
random_rel_0.001,2,21,21,0.0078125
random_rel_0.001,2,22,22,0.005524271633476019
random_rel_0.001,2,23,23,0.0078125
random_rel_0.001,2,24,24,0.0
random_rel_0.001,2,25,25,0.00390625
random_rel_0.001,2,26,26,0.008734640665352345
random_rel_0.001,2,27,27,0.0078125
random_rel_0.001,2,28,28,0.00390625
random_rel_0.001,2,29,29,0.006765823345631361
random_rel_0.001,2,30,30,0.0027621358167380095
random_rel_0.001,2,31,31,0.005524271633476019
random_rel_0.001,3,0,0,0.004784159827977419
random_rel_0.001,3,1,1,0.004784159827977419
random_rel_0.001,3,2,2,0.005524271633476019
random_rel_0.001,3,3,3,0.006765823345631361
random_rel_0.001,3,4,4,0.5404477119445801
random_rel_0.001,3,5,5,0.42969638109207153
random_rel_0.001,3,6,6,0.006176323629915714
random_rel_0.001,3,7,7,0.006176323629915714
random_rel_0.001,3,8,8,0.0078125
random_rel_0.001,3,9,9,1.0882219076156616
random_rel_0.001,3,10,10,0.006765823345631361
random_rel_0.001,3,11,11,0.005524271633476019
random_rel_0.001,3,12,12,0.004784159827977419
random_rel_0.001,3,13,13,0.004784159827977419
random_rel_0.001,3,14,14,0.006176323629915714
random_rel_0.001,3,15,15,0.006176323629915714
random_rel_0.001,3,16,16,0.006176323629915714
random_rel_0.001,3,17,17,0.004784159827977419
random_rel_0.001,3,18,18,0.004784159827977419
random_rel_0.001,3,19,19,0.006176323629915714
random_rel_0.001,3,20,20,0.004784159827977419
random_rel_0.001,3,21,21,0.005524271633476019
random_rel_0.001,3,22,22,0.008286407217383385
random_rel_0.001,3,23,23,1.1910091638565063
random_rel_0.001,3,24,24,0.3501817584037781
random_rel_0.001,3,25,25,0.00390625
random_rel_0.001,3,26,26,1.715052843093872
random_rel_0.001,3,27,27,0.006176323629915714
random_rel_0.001,3,28,28,0.005524271633476019
random_rel_0.001,3,29,29,0.5634892582893372
random_rel_0.001,3,30,30,0.005524271633476019
random_rel_0.001,3,31,31,0.005524271633476019
random_rel_0.001,4,0,0,0.01171875
random_rel_0.001,4,1,1,0.00390625
random_rel_0.001,4,2,2,0.006765823345631361
random_rel_0.001,4,3,3,0.01171875
random_rel_0.001,4,4,4,0.00390625
random_rel_0.001,4,5,5,0.005524271633476019
random_rel_0.001,4,6,6,0.006176323629915714
random_rel_0.001,4,7,7,0.00390625
random_rel_0.001,4,8,8,1.5290336608886719
random_rel_0.001,4,9,9,0.00390625
random_rel_0.001,4,10,10,0.006765823345631361
random_rel_0.001,4,11,11,0.006176323629915714
random_rel_0.001,4,12,12,1.1931020021438599
random_rel_0.001,4,13,13,0.006176323629915714
random_rel_0.001,4,14,14,0.005524271633476019
random_rel_0.001,4,15,15,0.6920790076255798
random_rel_0.001,4,16,16,0.017900686711072922
random_rel_0.001,4,17,17,0.0027621358167380095
random_rel_0.001,4,18,18,0.00390625
random_rel_0.001,4,19,19,0.0027621358167380095
random_rel_0.001,4,20,20,0.007307924795895815
random_rel_0.001,4,21,21,0.005524271633476019
random_rel_0.001,4,22,22,0.005524271633476019
random_rel_0.001,4,23,23,0.0078125
random_rel_0.001,4,24,24,0.01746928133070469
random_rel_0.001,4,25,25,0.00390625
random_rel_0.001,4,26,26,0.006765823345631361
random_rel_0.001,4,27,27,0.0
random_rel_0.001,4,28,28,1.7652058601379395
random_rel_0.001,4,29,29,0.004784159827977419
random_rel_0.001,4,30,30,0.01171875
random_rel_0.001,4,31,31,0.01657281443476677
random_rel_0.001,5,0,0,0.005524271633476019
random_rel_0.001,5,1,1,0.00390625
random_rel_0.001,5,2,2,0.0078125
random_rel_0.001,5,3,3,0.005524271633476019
random_rel_0.001,5,4,4,0.00390625
random_rel_0.001,5,5,5,0.00390625
random_rel_0.001,5,6,6,3.6725480556488037
random_rel_0.001,5,7,7,0.717879056930542
random_rel_0.001,5,8,8,0.0078125
random_rel_0.001,5,9,9,0.006765823345631361
random_rel_0.001,5,10,10,0.00390625
random_rel_0.001,5,11,11,0.009568319655954838
random_rel_0.001,5,12,12,0.009568319655954838
random_rel_0.001,5,13,13,0.653640627861023
random_rel_0.001,5,14,14,0.0
random_rel_0.001,5,15,15,0.0078125
random_rel_0.001,5,16,16,0.006176323629915714
random_rel_0.001,5,17,17,0.6506808996200562
random_rel_0.001,5,18,18,0.005524271633476019
random_rel_0.001,5,19,19,0.0
random_rel_0.001,5,20,20,0.00390625
random_rel_0.001,5,21,21,0.00390625
random_rel_0.001,5,22,22,0.0078125
random_rel_0.001,5,23,23,0.005524271633476019
random_rel_0.001,5,24,24,0.0078125
random_rel_0.001,5,25,25,0.00390625
random_rel_0.001,5,26,26,0.004784159827977419
random_rel_0.001,5,27,27,0.005524271633476019
random_rel_0.001,5,28,28,0.005524271633476019
random_rel_0.001,5,29,29,0.00390625
random_rel_0.001,5,30,30,0.0027621358167380095
random_rel_0.001,5,31,31,0.0078125
random_rel_0.001,6,0,0,0.005524271633476019
random_rel_0.001,6,1,1,0.00390625
random_rel_0.001,6,2,2,0.0078125
random_rel_0.001,6,3,3,0.015378921292722225
random_rel_0.001,6,4,4,0.0078125
random_rel_0.001,6,5,5,0.0078125
random_rel_0.001,6,6,6,0.0
random_rel_0.001,6,7,7,0.00390625
random_rel_0.001,6,8,8,0.0
random_rel_0.001,6,9,9,0.011048543266952038
random_rel_0.001,6,10,10,0.005524271633476019
random_rel_0.001,6,11,11,0.009568319655954838
random_rel_0.001,6,12,12,0.005524271633476019
random_rel_0.001,6,13,13,0.013531646691262722
random_rel_0.001,6,14,14,0.0078125
random_rel_0.001,6,15,15,0.005524271633476019
random_rel_0.001,6,16,16,0.005524271633476019
random_rel_0.001,6,17,17,0.0
random_rel_0.001,6,18,18,0.005524271633476019
random_rel_0.001,6,19,19,0.013531646691262722
random_rel_0.001,6,20,20,0.009568319655954838
random_rel_0.001,6,21,21,0.022097086533904076
random_rel_0.001,6,22,22,0.011048543266952038
random_rel_0.001,6,23,23,0.0078125
random_rel_0.001,6,24,24,0.0078125
random_rel_0.001,6,25,25,0.0078125
random_rel_0.001,6,26,26,0.0
random_rel_0.001,6,27,27,0.013531646691262722
random_rel_0.001,6,28,28,0.0
random_rel_0.001,6,29,29,0.00390625
random_rel_0.001,6,30,30,0.0078125
random_rel_0.001,6,31,31,0.005524271633476019
random_rel_0.001,7,0,0,0.00390625
random_rel_0.001,7,1,1,1.715562105178833
random_rel_0.001,7,2,2,1.7957961559295654
random_rel_0.001,7,3,3,1.0499459505081177
random_rel_0.001,7,4,4,0.017026949673891068
random_rel_0.001,7,5,5,0.9418680667877197
random_rel_0.001,7,6,6,0.9294576644897461
random_rel_0.001,7,7,7,0.2385372668504715
random_rel_0.001,7,8,8,1.6953665018081665
random_rel_0.001,7,9,9,0.0078125
random_rel_0.001,7,10,10,0.7339125275611877
random_rel_0.001,7,11,11,0.9586800336837769
random_rel_0.001,7,12,12,0.8028175234794617
random_rel_0.001,7,13,13,0.2770134508609772
random_rel_0.001,7,14,14,0.8920458555221558
random_rel_0.001,7,15,15,0.0078125
random_rel_0.001,7,16,16,3.3715271949768066
random_rel_0.001,7,17,17,0.0078125
random_rel_0.001,7,18,18,1.443968415260315
random_rel_0.001,7,19,19,0.008286407217383385
random_rel_0.001,7,20,20,3.330817461013794
random_rel_0.001,7,21,21,0.7622594237327576
random_rel_0.001,7,22,22,0.0078125
random_rel_0.001,7,23,23,0.008734640665352345
random_rel_0.001,7,24,24,0.00390625
random_rel_0.001,7,25,25,0.0078125
random_rel_0.001,7,26,26,0.9759998321533203
random_rel_0.001,7,27,27,0.597649872303009
random_rel_0.001,7,28,28,1.3049739599227905
random_rel_0.001,7,29,29,0.715259850025177
random_rel_0.001,7,30,30,0.009568319655954838
random_rel_0.001,7,31,31,0.006765823345631361
scaled_real_delta_0,0,0,0,0.0
scaled_real_delta_0,0,1,1,0.0
scaled_real_delta_0,0,2,2,0.005524271633476019
scaled_real_delta_0,0,3,3,0.0078125
scaled_real_delta_0,0,4,4,0.0
scaled_real_delta_0,0,5,5,0.0
scaled_real_delta_0,0,6,6,0.0
scaled_real_delta_0,0,7,7,0.0078125
scaled_real_delta_0,0,8,8,0.0078125
scaled_real_delta_0,0,9,9,0.009568319655954838
scaled_real_delta_0,0,10,10,0.005524271633476019
scaled_real_delta_0,0,11,11,0.009568319655954838
scaled_real_delta_0,0,12,12,0.0
scaled_real_delta_0,0,13,13,0.005524271633476019
scaled_real_delta_0,0,14,14,0.005524271633476019
scaled_real_delta_0,0,15,15,0.009568319655954838
scaled_real_delta_0,0,16,16,0.0078125
scaled_real_delta_0,0,17,17,0.005524271633476019
scaled_real_delta_0,0,18,18,0.0
scaled_real_delta_0,0,19,19,0.005524271633476019
scaled_real_delta_0,0,20,20,0.0
scaled_real_delta_0,0,21,21,0.0
scaled_real_delta_0,0,22,22,0.0078125
scaled_real_delta_0,0,23,23,0.0
scaled_real_delta_0,0,24,24,0.0
scaled_real_delta_0,0,25,25,0.009568319655954838
scaled_real_delta_0,0,26,26,0.0
scaled_real_delta_0,0,27,27,0.0
scaled_real_delta_0,0,28,28,0.005524271633476019
scaled_real_delta_0,0,29,29,0.005524271633476019
scaled_real_delta_0,0,30,30,0.0078125
scaled_real_delta_0,0,31,31,0.0
scaled_real_delta_0,1,0,0,0.00390625
scaled_real_delta_0,1,1,1,0.0
scaled_real_delta_0,1,2,2,0.0
scaled_real_delta_0,1,3,3,0.00390625
scaled_real_delta_0,1,4,4,0.008734640665352345
scaled_real_delta_0,1,5,5,0.0
scaled_real_delta_0,1,6,6,0.0
scaled_real_delta_0,1,7,7,0.0
scaled_real_delta_0,1,8,8,0.00390625
scaled_real_delta_0,1,9,9,0.005524271633476019
scaled_real_delta_0,1,10,10,0.0078125
scaled_real_delta_0,1,11,11,0.0
scaled_real_delta_0,1,12,12,0.00390625
scaled_real_delta_0,1,13,13,0.0
scaled_real_delta_0,1,14,14,0.005524271633476019
scaled_real_delta_0,1,15,15,0.005524271633476019
scaled_real_delta_0,1,16,16,0.0
scaled_real_delta_0,1,17,17,0.006765823345631361
scaled_real_delta_0,1,18,18,0.0
scaled_real_delta_0,1,19,19,0.00390625
scaled_real_delta_0,1,20,20,0.0
scaled_real_delta_0,1,21,21,0.00390625
scaled_real_delta_0,1,22,22,0.0078125
scaled_real_delta_0,1,23,23,0.0
scaled_real_delta_0,1,24,24,0.005524271633476019
scaled_real_delta_0,1,25,25,0.0
scaled_real_delta_0,1,26,26,0.0
scaled_real_delta_0,1,27,27,0.0
scaled_real_delta_0,1,28,28,0.005524271633476019
scaled_real_delta_0,1,29,29,0.00390625
scaled_real_delta_0,1,30,30,0.006765823345631361
scaled_real_delta_0,1,31,31,0.006765823345631361
scaled_real_delta_0,2,0,0,0.0
scaled_real_delta_0,2,1,1,0.0
scaled_real_delta_0,2,2,2,0.006765823345631361
scaled_real_delta_0,2,3,3,0.0
scaled_real_delta_0,2,4,4,0.0
scaled_real_delta_0,2,5,5,0.0
scaled_real_delta_0,2,6,6,0.0
scaled_real_delta_0,2,7,7,0.0
scaled_real_delta_0,2,8,8,0.0
scaled_real_delta_0,2,9,9,0.005524271633476019
scaled_real_delta_0,2,10,10,0.0
scaled_real_delta_0,2,11,11,0.0
scaled_real_delta_0,2,12,12,0.0
scaled_real_delta_0,2,13,13,0.0027621358167380095
scaled_real_delta_0,2,14,14,0.009568319655954838
scaled_real_delta_0,2,15,15,0.0
scaled_real_delta_0,2,16,16,0.0
scaled_real_delta_0,2,17,17,0.005524271633476019
scaled_real_delta_0,2,18,18,0.0
scaled_real_delta_0,2,19,19,0.0027621358167380095
scaled_real_delta_0,2,20,20,0.00390625
scaled_real_delta_0,2,21,21,0.00390625
